"COMMON","AVGEXP_YPD","AVGEXP_SD","DM_YPD","DM_YPD_CLASS","DM_SD","AvPromNucOcc","Num_RegTF_YeastractYT","MedPosDM_SD_TFYT","maxDM_TFYT","PosCorTF_YT","NumPosCor_withinTFs","NumNegCor_withinTFs","PercNegCor_withinTFs","PercPosCorWN_OVsites","N_TFSites400","N_TFSites500","N_TFSites600","N_TFSites700","N_TFSites800","N_TFSites900","N_TFSites1000","NumSites","NumOverlaps","RatOverlap.Numsites","NumCoopTF_Yang2010","NumCoopTF_Chen2012","PercCoopTF_Yang2010","Gb_H3K79me3_vsH3","Pugh2004_SAGA_Dominance","Pugh2004_TFIID_Dominance","ORF","location","chr"
"UTP13",2.484,2.484,-0.079,2,-0.079,0.72,35,0.597,0.597,0,34,2,5.71,5.88,1,0,0,1,2,1,0,9,2,0.22,10,16,28.57,1.739,0,1,"YLR222C",-579318,12
"UTP14",3.109,3.109,-0.063,2,-0.063,0.71,36,NA,0.26,1,36,1,2.78,2.78,1,1,1,0,2,2,3,15,1,0.07,3,20,8.33,2.104,0,1,"YML093W",83090,13
"UTP15",2.663,2.663,-0.052,2,-0.052,0.7,38,0.597,0.597,1,37,6,15.79,0,1,2,3,0,0,1,1,10,0,0,10,20,26.32,1.357,0,1,"YMR093W",454015,13
"UTP18",2.316,2.316,-0.079,2,-0.079,0.79,28,0.597,0.597,3,28,0,0,14.29,1,0,2,1,5,1,3,16,4,0.25,6,15,21.43,1.55,0,1,"YJL069C",-310922,10
"UTP20",1.629,1.629,-0.071,2,-0.071,0.62,18,NA,0.26,1,10,0,0,10,2,1,5,3,0,0,5,17,3,0.18,0,6,0,1.415,0,1,"YBL004W",227636,2
"UTP21",1.298,1.298,-0.113,2,-0.113,0.77,30,NA,0.26,2,30,2,6.67,0,2,2,1,0,0,2,3,11,0,0,8,17,26.67,1.491,0,1,"YLR409C",-934414,12
"UTP22",1.032,1.032,0.067,2,0.067,0.5,26,0.597,0.597,4,22,2,7.69,9.09,0,2,3,0,4,2,0,14,2,0.14,5,15,19.23,1.691,0,1,"YGR090W",662358,7
"UTP23",6.255,6.255,-0.053,2,-0.053,0.75,32,NA,0.26,2,31,9,28.12,0,1,1,0,2,1,0,2,10,0,0,11,22,34.38,1.344,NA,NA,"YOR004W",333592,15
"UTP25",1.654,1.654,-0.039,2,-0.039,0.71,29,0.597,0.597,6,29,1,3.45,10.34,0,0,2,2,3,2,3,14,3,0.21,6,18,20.69,1.674,NA,NA,"YIL091C",-191030,9
"UTP30",1.779,1.779,0.079,2,0.079,0.7,20,NA,0.26,1,17,0,0,5.88,0,0,1,0,0,1,2,7,1,0.14,4,7,20,1.205,0,1,"YKR060W",556518,11
"UTP4",1.764,1.764,0.046,2,0.046,0.75,19,NA,0.403,3,16,1,5.26,0,1,1,2,1,2,2,1,13,3,0.23,2,8,10.53,1.634,0,1,"YDR324C",-1114433,4
"UTP5",2.465,2.465,-0.069,2,-0.069,0.61,20,0.597,0.597,4,16,0,0,25,3,0,1,2,2,2,0,11,4,0.36,2,4,10,1.324,0,1,"YDR398W",1267471,4
"UTP6",2.815,2.815,0.152,2,0.152,0.56,22,0.597,0.597,0,20,1,4.55,0,0,2,1,3,2,2,0,12,0,0,5,12,22.73,1.36,0,1,"YDR449C",-1357580,4
"UTP7",2.554,2.554,-0.078,2,-0.078,0.78,14,NA,0.26,1,10,0,0,0,0,2,3,0,1,1,1,10,1,0.1,0,2,0,1.316,NA,NA,"YER082C",-324272,5
"UTP8",2.185,2.185,0.018,2,0.018,0.76,22,0.597,0.597,1,19,0,0,0,0,1,2,1,1,3,0,10,0,0,3,11,13.64,1.664,0,1,"YGR128C",-747950,7
"UTP9",4.088,4.088,0.032,2,0.032,0.81,36,0.597,0.597,2,35,0,0,34.29,0,0,2,3,1,5,3,21,12,0.57,9,18,25,1.58,0,1,"YHR196W",491931,8
"UTR1",1.351,1.351,-0.155,2,-0.155,0.71,19,NA,0.192,2,17,0,0,5.88,1,0,1,1,2,3,0,10,1,0.1,0,10,0,1.078,0,1,"YJR049C",-526884,10
"UTR2",14.123,14.123,0.056,2,0.056,0.64,46,0.996,1.395,6,45,6,13.33,17.78,4,6,2,2,2,3,5,28,8,0.29,5,22,10.87,0.965,1,0,"YEL040W",78053,5
"UTR4",2.103,2.103,-0.134,2,-0.134,0.63,29,0.597,0.597,6,28,8,27.59,35.71,0,1,1,2,3,2,4,21,10,0.48,6,10,20.69,0.661,0,1,"YEL038W",80462,5
"VAB2",0.356,0.356,-0.104,2,-0.104,0.71,16,NA,0.115,3,10,0,0,0,2,0,0,0,2,1,2,10,1,0.1,0,7,0,0.712,NA,NA,"YEL005C",-145907,5
"VAC14",0.258,0.258,0.025,2,0.025,0.71,12,NA,0.115,1,5,0,0,0,1,0,0,0,1,0,1,6,0,0,0,6,0,1.29,0,1,"YLR386W",893628,12
"VAC17",0.992,0.992,-0.114,2,-0.114,0.68,28,NA,0.403,8,26,4,14.29,26.92,2,5,2,4,1,3,1,22,9,0.41,7,9,25,1.473,NA,NA,"YCL063W",17290,3
"VAC7",0.356,0.356,-0.194,2,-0.194,0.64,18,NA,0.26,4,15,0,0,0,1,0,0,0,1,0,1,4,0,0,3,7,16.67,1.377,NA,NA,"YNL054W",526086,14
"VAC8",2.867,2.867,-0.114,2,-0.114,0.79,13,0.597,0.597,2,10,0,0,0,1,0,3,1,1,1,1,9,0,0,2,2,15.38,1.481,0,1,"YEL013W",128825,5
"VAM3",0.88,0.88,-0.108,2,-0.108,0.76,17,NA,0.406,3,9,0,0,0,0,0,0,1,0,0,2,4,0,0,2,8,11.76,1.195,NA,NA,"YOR106W",519121,15
"VAM6",0.517,0.517,-0.036,2,-0.036,0.73,17,NA,0.132,2,10,0,0,0,0,2,2,1,0,1,3,12,2,0.17,0,8,0,1.114,NA,NA,"YDL077C",-316971,4
"VAM7",0.299,0.299,-0.347,2,-0.347,0.79,21,0.597,0.597,4,16,1,4.76,0,1,0,2,2,3,2,1,13,1,0.08,4,9,19.05,1.338,0,1,"YGL212W",91432,7
"VAN1",1.713,1.713,-0.165,2,-0.165,0.79,23,0.597,0.597,1,20,0,0,15,0,6,0,0,0,0,0,11,4,0.36,7,9,30.43,1.199,0,1,"YML115C",-40187,13
"VAS1",4.77,4.77,-0.051,2,-0.051,0.73,20,0.597,0.597,2,15,1,5,6.67,1,2,1,0,2,1,1,11,1,0.09,3,3,15,1.582,0,1,"YGR094W",672186,7
"VBA1",1.401,1.401,-0.054,2,-0.054,0.7,25,0.597,0.597,4,20,0,0,0,2,1,2,2,1,1,1,11,1,0.09,2,12,8,1.134,NA,NA,"YMR088C",-443414,13
"VBA2",0.787,0.787,-0.018,2,-0.018,0.67,27,NA,0.224,9,22,0,0,18.18,0,4,1,2,2,2,11,24,9,0.38,8,14,29.63,1.142,NA,NA,"YBR293W",787006,2
"VBA4",1.368,1.368,-0.091,2,-0.091,0.71,25,0.597,0.597,1,23,1,4,21.74,1,0,4,4,3,0,0,18,6,0.33,5,9,20,1.17,NA,NA,"YDR119W",688227,4
"VCX1",2.783,2.783,-0.06,2,-0.06,0.63,19,NA,0.115,7,14,0,0,0,1,2,1,0,1,3,2,13,1,0.08,5,7,26.32,0.991,0,1,"YDL128W",232652,4
"VFA1",0.067,0.067,-0.504,3,-0.504,0.82,21,NA,0.192,5,16,0,0,6.25,1,4,1,1,2,1,4,18,4,0.22,6,13,28.57,0.721,NA,NA,"YER128W",415859,5
"VHC1",0.275,0.275,-0.078,2,-0.078,0.74,15,NA,0.115,4,8,0,0,12.5,0,1,1,2,3,4,3,14,1,0.07,2,6,13.33,1.117,NA,NA,"YBR235W",686901,2
"VHR1",1.113,1.113,0.138,2,0.138,0.4,25,0.597,0.597,4,23,1,4,8.7,1,1,1,2,4,2,3,14,2,0.14,3,12,12,1.106,NA,NA,"YIL056W",249991,9
"VHS3",0.437,0.437,-0.098,2,-0.098,0.73,27,1.705,1.705,7,23,4,14.81,8.7,3,0,0,2,3,0,3,11,2,0.18,6,15,22.22,1.169,NA,NA,"YOR054C",-427833,15
"VHT1",1.312,1.312,0.056,2,0.056,0.68,40,1.395,1.395,8,39,0,0,25.64,2,3,1,3,2,1,3,24,11,0.46,10,20,25,1.106,0,1,"YGR065C",-618077,7
"VID24",0.833,0.833,-0.048,2,-0.048,0.52,47,0.996,1.395,12,45,7,14.89,44.44,6,4,6,6,7,2,8,43,24,0.56,16,23,34.04,0.874,1,0,"YBR105C",-450881,2
"VID27",0.721,0.721,0.044,2,0.044,0.76,18,NA,0.115,4,12,0,0,0,1,1,2,1,1,0,0,7,1,0.14,0,4,0,1.215,0,1,"YNL212W",247461,14
"VID28",0.166,0.166,0.331,2,0.331,0.75,17,0.597,0.597,7,14,0,0,7.14,1,2,0,0,0,3,0,8,1,0.12,3,5,17.65,1.208,NA,NA,"YIL017C",-318200,9
"VID30",0.254,0.254,-0.151,2,-0.151,0.78,18,0.597,0.597,5,14,0,0,0,0,2,1,2,2,0,3,11,1,0.09,0,5,0,1.351,NA,NA,"YGL227W",69671,7
"VIP1",0.688,0.688,-0.006,2,-0.006,0.73,20,NA,0.406,7,13,8,40,7.69,1,2,0,0,0,2,3,11,2,0.18,2,7,10,1.565,0,1,"YLR410W",937541,12
"VMA10",1.593,1.593,-0.077,2,-0.077,0.78,17,NA,0.406,0,10,2,11.76,0,0,0,2,0,0,4,0,10,2,0.2,0,5,0,1.229,NA,NA,"YHR039C-A",-187173,8
"VMA13",6.488,6.488,-0.105,2,-0.105,0.75,20,0.597,0.597,2,18,2,10,16.67,0,0,0,2,1,0,1,7,3,0.43,6,11,30,1.012,0,1,"YPR036W",643836,16
"VMA2",13.464,13.464,-0.102,2,-0.102,0.7,24,NA,0.389,3,21,1,4.17,14.29,1,1,1,2,4,4,3,21,5,0.24,10,11,41.67,1.286,0,1,"YBR127C",-491269,2
"VMA21",4.284,4.284,-0.089,2,-0.089,0.78,22,NA,0.268,2,18,2,9.09,5.56,2,0,3,1,2,4,0,15,1,0.07,6,13,27.27,0.84,0,1,"YGR105W",698599,7
"VMA22",1.444,1.444,-0.145,2,-0.145,0.71,24,0.597,0.597,1,22,0,0,4.55,2,0,0,3,0,1,3,10,1,0.1,5,9,20.83,0.728,NA,NA,"YHR060W",220725,8
"VMA4",16.98,16.98,-0.122,2,-0.122,0.73,24,NA,0.389,2,21,1,4.17,4.76,1,1,0,1,3,1,3,13,2,0.15,5,11,20.83,1.253,0,1,"YOR332W",943656,15
"VMA5",7.263,7.263,-0.115,2,-0.115,0.69,17,0.597,0.597,3,10,0,0,0,0,0,0,1,1,0,1,5,0,0,3,6,17.65,1.459,0,1,"YKL080W",285030,11
"VMA6",5.259,5.259,-0.162,2,-0.162,0.46,26,0.597,0.597,4,23,4,15.38,8.7,0,3,2,2,2,1,1,12,3,0.25,9,9,34.62,1.57,0,1,"YLR447C",-1026856,12
"VMA7",7.84,7.84,-0.108,2,-0.108,0.74,32,0.597,0.597,1,30,3,9.38,13.33,1,1,3,4,1,2,1,16,4,0.25,8,15,25,1.093,0,1,"YGR020C",-526973,7
"VMA8",6.104,6.104,-0.13,2,-0.13,0.73,35,NA,0.389,5,35,6,17.14,5.71,2,2,0,6,3,3,2,20,2,0.1,7,20,20,1.504,0,1,"YEL051W",58378,5
"VMA9",6.115,6.115,-0.095,2,-0.095,0.77,2,NA,0.192,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,"YCL005W-A",107023,3
"VMR1",0.414,0.414,0.396,2,0.396,0.77,27,NA,0.192,5,24,1,3.7,12.5,0,1,1,5,2,4,2,17,4,0.24,7,14,25.93,1.151,NA,NA,"YHL035C",-27978,8
"VMS1",0.889,0.889,-0.059,2,-0.059,0.82,15,0.597,0.597,1,7,0,0,0,4,1,1,1,1,2,0,13,1,0.08,2,9,13.33,1.42,NA,NA,"YDR049W",553254,4
"VNX1",0.271,0.271,-0.271,2,-0.271,0.8,29,1.395,1.395,12,27,0,0,0,3,0,0,2,0,2,1,9,0,0,7,11,24.14,1.274,NA,NA,"YNL321W",34696,14
"VOA1",6.069,6.069,-0.158,2,-0.158,0.71,17,0.597,0.597,5,13,0,0,7.69,0,0,1,2,1,0,4,11,1,0.09,2,5,11.76,1.812,NA,NA,"YGR106C",-698989,7
"VPH1",2.545,2.545,0.035,2,0.035,0.71,28,0.597,0.597,2,26,5,17.86,11.54,2,1,1,1,0,2,3,13,3,0.23,3,11,10.71,1.689,0,1,"YOR270C",-828052,15
"VPH2",0.105,0.105,-0.295,2,-0.295,0.6,32,0.597,0.597,2,31,0,0,12.9,0,0,2,3,3,0,2,13,7,0.54,8,13,25,1.088,NA,NA,"YKL119C",-218570,11
"VPS1",0.938,0.938,-0.07,2,-0.07,0.73,24,NA,0.272,4,20,0,0,0,0,1,1,0,1,1,1,7,0,0,2,9,8.33,1.605,0,1,"YKR001C",-440608,11
"VPS13",0.287,0.287,-0.194,2,-0.194,0.74,17,0.597,0.597,1,14,0,0,0,1,0,0,0,0,0,2,5,1,0.2,3,4,17.65,1.358,0,1,"YLL040C",-54211,12
"VPS15",0.177,0.177,-0.076,2,-0.076,0.81,18,1.705,1.705,6,17,1,5.56,5.88,0,0,0,0,3,4,2,14,3,0.21,0,13,0,1.118,NA,NA,"YBR097W",436951,2
"VPS16",0.309,0.309,-0.093,2,-0.093,0.71,23,0.597,0.597,4,16,0,0,12.5,0,0,2,2,0,0,0,9,2,0.22,5,10,21.74,1.225,0,1,"YPL045W",467260,16
"VPS17",0.902,0.902,0.001,2,0.001,0.76,22,NA,0.26,8,18,1,4.55,5.56,0,0,3,0,0,0,1,5,3,0.6,2,4,9.09,1.369,0,1,"YOR132W",573175,15
"VPS20",0.901,0.901,-0.071,2,-0.071,0.73,14,NA,0.21,4,9,0,0,0,0,0,1,0,1,0,0,3,0,0,2,5,14.29,1.225,0,1,"YMR077C",-421484,13
"VPS21",2.978,2.978,-0.091,2,-0.091,0.7,21,NA,0.224,6,18,0,0,5.56,0,1,1,1,1,2,0,8,1,0.12,3,9,14.29,1.642,0,1,"YOR089C",-490196,15
"VPS24",1.04,1.04,-0.133,2,-0.133,0.75,17,NA,0.403,1,14,0,0,0,1,0,1,1,0,0,1,6,0,0,4,6,23.53,1.48,0,1,"YKL041W",360143,11
"VPS25",0.57,0.57,0.021,2,0.021,0.7,22,0.597,0.597,2,17,5,22.73,17.65,0,1,0,0,2,7,2,13,5,0.38,2,11,9.09,0.652,NA,NA,"YJR102C",-619157,10
"VPS27",1.085,1.085,-0.107,2,-0.107,0.74,28,NA,0.115,4,25,1,3.57,0,1,0,2,0,1,0,1,7,0,0,4,15,14.29,1.471,0,1,"YNR006W",636986,14
"VPS28",0.366,0.366,0.054,2,0.054,0.72,18,NA,0.115,5,16,0,0,0,0,0,0,0,1,0,1,6,1,0.17,4,4,22.22,1.049,NA,NA,"YPL065W",427927,16
"VPS29",1.873,1.873,-0.067,2,-0.067,0.74,16,0.597,0.597,6,11,0,0,18.18,0,0,0,0,2,2,3,9,2,0.22,0,7,0,0,NA,NA,"YHR012W",129481,8
"VPS3",0.294,0.294,0.181,2,0.181,0.77,19,0.597,0.597,1,12,0,0,8.33,0,0,1,1,2,3,1,10,1,0.1,2,7,10.53,1.191,NA,NA,"YDR495C",-1438115,4
"VPS30",0.365,0.365,-0.264,2,-0.264,0.71,22,NA,0.115,9,20,0,0,0,2,0,0,0,0,0,1,5,0,0,5,6,22.73,1.354,0,1,"YPL120W",322071,16
"VPS33",1.588,1.588,-0.036,2,-0.036,0.83,20,NA,0.472,5,16,0,0,0,1,0,0,1,1,1,1,10,0,0,2,8,10,1.427,0,1,"YLR396C",-910235,12
"VPS34",0.189,0.189,0.001,2,0.001,0.75,15,NA,0.115,6,12,0,0,8.33,3,0,0,2,1,1,1,8,1,0.12,2,4,13.33,1.284,0,1,"YLR240W",617533,12
"VPS35",0.509,0.509,-0.229,2,-0.229,0.76,19,0.597,0.597,3,14,3,15.79,7.14,1,1,0,1,1,1,2,12,2,0.17,2,8,10.53,1.461,0,1,"YJL154C",-131101,10
"VPS36",0.427,0.427,0.065,2,0.065,0.59,19,NA,0.115,7,16,0,0,56.25,6,0,1,2,1,0,3,13,10,0.77,0,10,0,0.802,NA,NA,"YLR417W",955010,12
"VPS38",0.471,0.471,0.124,2,0.124,0.75,21,NA,0.272,2,15,0,0,0,2,0,1,2,0,1,2,9,1,0.11,3,10,14.29,1.506,NA,NA,"YLR360W",846103,12
"VPS4",1.787,1.787,-0.04,2,-0.04,0.81,14,NA,0.115,2,6,0,0,16.67,0,0,0,0,0,1,4,6,4,0.67,0,9,0,1.464,0,1,"YPR173C",-886524,16
"VPS41",1.053,1.053,-0.057,2,-0.057,0.74,15,NA,0.26,1,6,1,6.67,0,1,0,1,1,0,2,2,10,3,0.3,2,6,13.33,1.155,NA,NA,"YDR080W",604008,4
"VPS45",0.958,0.958,0.073,2,0.073,0.67,22,NA,0.26,4,18,0,0,0,1,2,1,1,1,0,5,15,2,0.13,0,13,0,1.184,0,1,"YGL095C",-328874,7
"VPS5",0.819,0.819,-0.119,2,-0.119,0.76,17,0.597,0.597,4,13,0,0,7.69,0,0,0,1,2,1,2,7,1,0.14,0,4,0,1.456,0,1,"YOR069W",453768,15
"VPS51",0.705,0.705,-0.121,2,-0.121,0.76,20,1.395,1.395,3,14,1,5,7.14,0,0,3,2,2,1,0,8,2,0.25,2,6,10,0.962,NA,NA,"YKR020W",478338,11
"VPS52",0.375,0.375,0.196,2,0.196,0.78,15,NA,0.26,6,10,0,0,10,0,0,3,2,1,1,0,10,1,0.1,2,10,13.33,1.106,NA,NA,"YDR484W",1422763,4
"VPS53",0.752,0.752,0.009,2,0.009,0.56,13,NA,0.115,1,4,0,0,0,0,1,2,2,0,3,0,9,0,0,2,7,15.38,1.292,0,1,"YJL029C",-388385,10
"VPS54",0.378,0.378,-0.029,2,-0.029,0.78,18,NA,0.115,4,13,1,5.56,23.08,0,0,0,2,4,3,4,16,8,0.5,2,8,11.11,1.503,NA,NA,"YDR027C",-494649,4
"VPS55",3.85,3.85,0.014,2,0.014,0.85,31,0.597,0.597,15,27,2,6.45,7.41,1,2,0,0,2,0,2,9,2,0.22,2,9,6.45,0.885,0,1,"YJR044C",-518763,10
"VPS60",1.34,1.34,-0.134,2,-0.134,0.8,13,NA,0.115,2,6,0,0,0,0,1,2,2,2,3,1,12,3,0.25,0,5,0,1.096,0,1,"YDR486C",-1427431,4
"VPS68",3.347,3.347,-0.141,2,-0.141,0.77,15,NA,0.403,2,12,0,0,0,1,0,0,0,0,2,0,5,1,0.2,0,2,0,0.952,0,1,"YOL129W",77560,15
"VPS70",1.253,1.253,-0.195,2,-0.195,0.77,14,0.597,0.597,4,8,0,0,0,0,0,1,0,1,1,1,7,0,0,3,4,21.43,1.303,NA,NA,"YJR126C",-656254,10
"VPS71",0.618,0.618,0.154,2,0.154,0.7,20,0.597,0.597,7,16,0,0,0,0,0,0,0,0,2,1,3,1,0.33,3,4,15,1.541,NA,NA,"YML041C",-194913,13
"VPS72",0.817,0.817,0.06,2,0.06,0.81,15,NA,0.115,4,10,0,0,20,1,0,0,3,0,1,4,11,2,0.18,2,4,13.33,1.598,NA,NA,"YDR485C",-1424820,4
"VPS73",0.296,0.296,-0.07,2,-0.07,0.6,35,0.597,0.597,8,35,5,14.29,31.43,0,1,0,1,2,6,4,20,12,0.6,12,16,34.29,0.698,NA,NA,"YGL104C",-308713,7
"VPS74",3.474,3.474,-0.099,2,-0.099,0.73,18,0.597,0.597,4,12,1,5.56,0,1,1,2,3,0,0,2,11,2,0.18,4,5,22.22,1.454,0,1,"YDR372C",-1221112,4
"VPS75",0.815,0.815,-0.215,2,-0.215,0.8,15,0.597,0.597,2,9,0,0,0,0,2,1,0,0,0,2,6,0,0,5,6,33.33,0,0,1,"YNL246W",185460,14
"VPS8",0.214,0.214,0.368,2,0.368,0.75,15,0.597,0.597,3,7,0,0,0,1,1,1,1,0,2,5,12,3,0.25,0,7,0,1.023,NA,NA,"YAL002W",143707,1
"VPS9",1.156,1.156,-0.006,2,-0.006,0.72,18,0.597,0.597,7,15,0,0,0,1,2,0,0,3,0,2,9,0,0,0,6,0,1.422,0,1,"YML097C",-78335,13
"VRG4",4.933,4.933,-0.016,2,-0.016,0.66,49,0.597,0.597,9,49,7,14.29,51.02,2,2,2,5,3,1,6,35,25,0.71,23,25,46.94,1.462,0,1,"YGL225W",76894,7
"VRP1",0.574,0.574,0.088,2,0.088,0.66,22,1.151,1.705,4,15,0,0,0,1,3,2,0,2,0,0,11,0,0,4,11,18.18,1.488,0,1,"YLR337C",-802653,12
"VTA1",0.726,0.726,-0.041,2,-0.041,0.8,17,NA,0.26,6,14,0,0,0,0,1,2,0,0,1,0,5,0,0,0,7,0,1.429,0,1,"YLR181C",-516678,12
"VTC1",16.783,16.783,0.036,2,0.036,0.68,48,NA,0.406,4,46,14,29.79,17.39,3,4,1,5,1,2,8,31,9,0.29,9,25,18.75,0.78,0,1,"YER072W",302806,5
"VTC2",2.05,2.05,-0.054,2,-0.054,0.68,29,0.597,0.597,4,28,1,3.45,21.43,5,1,1,3,2,0,6,20,6,0.3,9,9,31.03,1.465,0,1,"YFL004W",131810,6
"VTC4",9.003,9.003,0.031,2,0.031,0.68,29,0.597,0.597,2,27,6,20.69,11.11,1,1,0,1,0,1,3,13,3,0.23,7,10,24.14,1.689,NA,NA,"YJL012C",-411234,10
"VTI1",1.355,1.355,-0.097,2,-0.097,0.78,24,0.597,0.597,10,21,4,16.67,0,0,2,1,2,2,0,0,7,1,0.14,2,9,8.33,1.58,NA,NA,"YMR197C",-658545,13
"VTS1",1.127,1.127,0.073,2,0.073,0.74,36,1.395,1.395,5,35,5,14.29,2.86,1,3,0,1,0,3,0,11,1,0.09,15,20,41.67,1.521,0,1,"YOR359W",1011189,15
"WAR1",0.232,0.232,-0.285,2,-0.285,0.77,21,NA,0.192,3,15,0,0,0,1,2,2,1,0,1,1,9,0,0,5,9,23.81,1.206,NA,NA,"YML076C",-112513,13
"WBP1",4.747,4.747,-0.082,2,-0.082,0.77,13,NA,0.26,4,9,0,0,11.11,2,0,0,0,4,2,1,10,2,0.2,0,3,0,1.264,0,1,"YEL002C",-148722,5
"WHI2",1.809,1.809,-0.139,2,-0.139,0.64,94,1.395,1.395,23,91,29,31.52,8.79,1,3,0,3,4,2,3,25,11,0.44,38,38,40.43,1.508,0,1,"YOR043W",410870,15
"WHI3",0.651,0.651,-0.11,2,-0.11,0.69,31,NA,0.472,10,26,5,16.67,3.85,1,5,0,1,3,0,0,12,4,0.33,10,17,32.26,1.468,0,1,"YNL197C",-267608,14
"WIP1",0.543,0.543,0.039,2,0.039,0.59,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0.606,NA,NA,"YDR374W-A",1224757,4
"WRS1",6.807,6.807,-0.135,2,-0.135,0.77,35,0.597,0.597,4,34,2,5.71,0,2,1,0,2,1,4,1,12,0,0,11,15,31.43,1.412,0,1,"YOL097C",-136527,15
"WSC2",1.225,1.225,0.3,2,0.3,0.6,45,0.597,0.597,9,44,6,13.33,22.73,3,1,4,7,4,2,1,23,11,0.48,13,18,28.89,1.184,0,1,"YNL283C",-105184,14
"WSC4",0.26,0.26,0.163,2,0.163,0.53,51,0.996,1.395,9,51,17,33.33,37.25,2,2,1,9,2,5,3,29,20,0.69,12,19,23.53,0.894,NA,NA,"YHL028W",48763,8
"WSS1",0.373,0.373,-0.036,2,-0.036,0.77,20,0.597,0.597,3,16,1,5,6.25,1,1,0,2,2,1,1,14,1,0.07,0,7,0,1.31,NA,NA,"YHR134W",371749,8
"WTM1",2.821,2.821,0.204,2,0.204,0.47,58,1.151,1.705,2,56,4,6.9,69.64,0,2,3,4,2,3,13,29,49,1.69,19,33,32.76,1.083,1,0,"YOR230W",770800,15
"WWM1",2.77,2.77,-0.058,2,-0.058,0.77,29,NA,0.204,9,28,0,0,42.86,1,4,4,0,3,2,6,23,12,0.52,7,15,24.14,1.311,NA,NA,"YFL010C",-115108,6
"XDJ1",1.425,1.425,-0.073,2,-0.073,0.65,23,0.597,0.597,5,17,4,17.39,5.88,1,5,1,1,0,0,2,13,1,0.08,4,10,17.39,0.959,0,1,"YLR090W",320701,12
"XKS1",0.306,0.306,-0.088,2,-0.088,0.64,26,NA,0.26,8,25,0,0,20,0,1,2,2,5,0,0,18,5,0.28,6,13,23.08,0.854,0,1,"YGR194C",-886073,7
"XPT1",1.223,1.223,0.015,2,0.015,0.75,20,0.597,0.597,3,14,0,0,14.29,0,5,0,0,1,0,1,7,4,0.57,5,11,25,0.629,NA,NA,"YJR133W",672991,10
"XRS2",0.108,0.108,-0.492,2,-0.492,0.74,20,NA,0.21,3,16,0,0,12.5,3,4,1,3,0,1,2,16,2,0.12,3,10,15,1.043,NA,NA,"YDR369C",-1215016,4
"XYL2",0.097,0.097,-0.33,2,-0.33,0.82,36,NA,0.472,10,35,0,0,0,1,2,2,3,1,0,2,13,0,0,9,17,25,0.4,NA,NA,"YLR070C",-274141,12
"YAE1",0.63,0.63,0.165,2,0.165,0.74,8,NA,0.115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.899,0,1,"YJR067C",-567019,10
"YAF9",1.016,1.016,-0.048,2,-0.048,0.69,26,0.597,0.597,8,23,0,0,0,2,1,1,1,1,0,1,9,1,0.11,4,9,15.38,1.081,NA,NA,"YNL107W",420098,14
"YAH1",2.973,2.973,-0.104,2,-0.104,0.72,32,NA,0.192,2,32,4,12.5,3.12,3,0,1,2,0,2,3,15,1,0.07,8,16,25,0.709,0,1,"YPL252C",-73363,16
"YAL037W",0.099,0.099,-0.44,2,-0.44,0.71,19,NA,0.26,0,15,0,0,13.33,1,3,1,1,0,2,4,14,2,0.14,5,6,26.32,0.487,NA,NA,"YAL037W",74020,1
"YAL044W-A",1.365,1.365,-0.005,2,-0.005,0.78,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,NA,NA,"YAL044W-A",57518,1
"YAP1801",0.784,0.784,-0.157,2,-0.157,0.66,23,NA,0.268,5,17,1,4.35,0,2,2,2,1,1,2,3,14,3,0.21,5,9,21.74,1.127,0,1,"YHR161C",-420373,8
"YAP3",0.767,0.767,-0.1,2,-0.1,0.67,18,NA,0.26,0,9,0,0,0,0,1,0,2,0,1,3,8,1,0.12,0,6,0,1.149,0,1,"YHL009C",-84068,8
"YAP5",0.767,0.767,0.052,2,0.052,0.54,25,NA,0.115,0,21,0,0,4.76,2,2,3,2,0,1,2,18,1,0.06,11,12,44,1.043,NA,NA,"YIR018W",384609,9
"YAR019W-A",0.197,0.197,-0.076,2,-0.076,0.86,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.828,NA,NA,"YAR019W-A",174998,1
"YAR1",5.281,5.281,-0.1,2,-0.1,0.67,38,0.597,0.597,1,36,1,2.7,13.89,0,2,1,3,1,3,1,17,6,0.35,11,14,28.95,1.141,0,1,"YPL239W",99484,16
"YAT1",0.31,0.31,-0.073,2,-0.073,0.67,44,0.996,1.395,7,44,1,2.27,36.36,5,5,1,4,4,10,7,40,18,0.45,9,18,20.45,0.364,NA,NA,"YAR035W",190193,1
"YAT2",0.52,0.52,0.004,2,0.004,0.78,33,1.395,1.395,0,32,4,12.12,3.12,2,2,2,3,2,3,1,20,1,0.05,7,18,21.21,0.874,1,0,"YER024W",202192,5
